CmteID,entity_id
C00325357,31b3a378578f48cb80acbbb15de6e5cd
C00412288,32887b242ec74a87b45066f70031e13c
C00458570,32ad9016f5a54f1f91b2ac8aaa1deb88
C00484667,334a36f20cd84104b9fbdbf7319f7930
C00525030,33e87aacd2f244f7a2ceedec1d1cf27a
C00403675,33ea88f43869464ca0553189689f1dea
C00456905,340b9524e8674d4687209e70c262c194
C00493411,3455d3317f2c402b85cb9a9313e5a328
C00455840,34ad57ffa65741f8bf3207e336dc4ae8
C00362236,34f35f70014d4852b631d6c4d3ce079f
C00489112,354bba689d2f4f8fbbe3f6453640e1b8
C00491639,3607a0f9d90a47d995aaa63fd962a91e
C00365551,3632c0835ceb42bba4d2dee8449c6cd1
C00392738,37c3918ebae94262bc20c0ca1625ea3e
C00464644,37f6cc9e44ee477693fdbc79c3cd6ad3
C00361816,383358e0bd9240bb9e0425fdd01d8895
C00409508,38538222db234f209777bbaa003ff6c5
C00353953,391d5480e1d94fed805a84cb28f898a1
C00495911,397a94d5844945f8bc212e60d2202f06
C00430579,399cda56671643bab92aee2cb3819dc5
C00409623,3b11c125326e44dea313c70f270a2697
C00451609,3b98e5b2ffee4d809da186ed56c5be3d
C00417295,3cee7473c2ae4526a72d50e784b0faac
C00417584,3df139483e7b42ad8535444bdaf30d30
C00524256,3e025578600547b9833a303bf4d0b54c
C00426965,40a486bee904460d8ccc262be2a01bc4
C00499996,40e894ae4b004f8fa109efcdf8c6a76e
C00520841,415b606ca61a455588b84e25a7900ad9
C00450320,41f7c1fe506b4a10a13e63edebff8d45
C00343574,424ac06f1c15404281e26017a21d4422
C00414631,424df96d319348a9b2e3964e86314ff9
C00497073,43af19c32e1b469d8f9d07d40b3e8ed7
C00368266,4461f0453eeb4bd0b55574c4e3468b2a
C00344333,44710063ade24a2eb1fc4c3f87bcc805
C00525592,44906f4a2b534a60bb3d68a9c8ec74bf
C00433219,452da69c63cd4f97b7bb141cff87ad92
C00500793,4566aa4fea7a4d0da79e8aa27694ad25
C00377689,474e8f584c074198b768cb985c604232
C00457705,47d65b2f02ca4f55b93b53d05521feb4
C00415208,485c7db7d8184909838502fece949f5e
C00493072,490d2d8bd1b84045bacd49202103da0a
C00524314,495a271fea8445eab2acbb90997f8507
C00413948,49d55b964f484b15bc40be1be79d8f68
C00361410,4a49c109d29549df850dbe27b8cabc12
C00489831,4a8010bf5ec349fa95cfecbb8c060c0a
C00379479,4ab0220a12ff45a3afa92a8b59e52229
C00462952,4ab49532971e4df9865bded13b3d258f
C00409003,4ab80c29169f402d8c2e74cced58c24d
C00271338,4bf3c6ea1d7f420c965a91945b435ea8
C00416289,4ca9c402f7974342898fc03b3984f247
C00484055,4d2956f6cae2492496086b00abbaa0eb
C00488189,4d2ca8dd6a314bda9125abb5133cdbd5
C00492082,4d86ffd297c84c059577c0afe4f8d0ee
C00410241,4dacad7f01d347b78b29a74ea096ea8b
C00461137,4dc37b519dfc470f9fd53cb6041dfebd
C00360388,4dead2b2d34c482ca4930772cc5fa211
C00491910,4e091859472b4257b15caafdf6fc8f48
C00347195,4e1c4ae720fb45fcaca0afc9a098dc97
C00410621,4e5b9ede53f9487d88ce1a4e95d65cee
C00341990,4f506ace5301432d82b42b401e8bfb87
C00481176,5012485cc80447978c31ec52d65597d2
C00404616,50337533e648415d82d182f2ae644a9a
C00495887,50d3f8e50a874c27a06fc89e4a1547b9
C00477067,5133536fdc44445695adf6f244ee69c9
C00342048,516938dc439c46ac9394a3c449717ac8
C00325357,51f1d7c05dc84bc595ff9c6e633994bf
C00352757,5212657346ce48588f4216a217c989c5
C00417519,5251314da0ad4862b188162b4c69fb39
C00513523,535dcd88828a4435a184fe97aa6ee840
C00415869,539581bfae27483086c096c1cc2d8f10
C00508929,53e2faa3891548008bd0ebcaa7de5841
C00425470,542dfea8e01a412e96610be64840f595
C00431403,54b5cccd77e847e0877c0c176569309b
C00349233,54d97a78a98948719ec1c0b58ce2298d
C00460865,554bcb86b2bf40709ef5cd7ec79013b1
C00410936,55cd304a9dfb4582b2c721470c25bce1
C00495317,55edf9f53c664847aeec8ff393116b67
C00491621,578bae17515c4ac89c8f4abe2f2806aa
C00417493,582eebf9f66b4c05a93b7088f1c0b291
C00437400,585231b49160438c8019353f5dc4d293
C00375378,5854eb9cd9da4017afdbd98854dc8904
C00459651,59c5b66cc5e94e05b6d5b97c10fdf2bf
C00375451,5a1a3576871e459e9bb0af1a1d5cd826
C00494757,5be4d196e74d44b382ff03337edebe54
C00449413,5d5422a948c64345a12178cc6c06c64f
C00531590,5ded495cb4b54079aaa2157b6809bc0a
C00459925,5ec4325fba134e42b136ce5245fa0cd2
C00495150,5f879ef4397f40d5aa225e724d26edeb
C00321596,5fd8a4d7d8e6404588a0755a0358be15
C00347443,61b82805e2b4493cbb216019e5d4fd33
C00387464,61d00a149f0b4f9facc635dd9a3503f9
C00482703,62f82d760a0e42d18b84c0fcaab1c823
C00460188,63a7f21e19a04f64bf1b27514c87fbf8
C00375691,640f37395b854e06857289077e8bea8a
C00235655,642cc1f461c445b4b7f008e1fc61c415
C00517235,64dfd7a675804e64ad1b3c12eba6c7fa
C00431601,64f4b76b98b440cc9bb6b8132cb8fba7
C00485383,657835ca174b4975b2a69a54705ddde2
C00330720,673b82ae1e2745ff9ee21a8ca1462518
C00411967,67a29bab080b4debbd3f28dbb8396b78
C00499798,67eee71321b545f0b04b910fa8b9ff1a
C00410092,67f83a4806e043ea82ce29f2cf194ce6
C00410787,684176410b3f4094a1a779bc43144509
C00442368,68655d30048b451caee7d70688803273
C00364356,68d9bd23862047adb91019dba06be4eb
C00363648,68dd7ccd3e1141c1a7050627d87cd253
C00509174,69450767ce3c46bda62793e3dab644f6
C00448001,6965e4b1e5c4449dba46c9de2cfa9915
C00504365,69a2b9ba546749a4b1cf27c979c70b59
C00452748,69b068c312384b38abf3fb2d2bfc4cdb
C00381681,6ac7f3e304754f5db07ed5c2b7092781
C00455360,6b05171acd604a0c951570e01a88e3bc
C00438291,6ca0e5538c194f00b7c30671264a057f
C00442467,6cafaf084bd548d6b1e3f868f7ada001
C00403071,6d1ec9c94ae748c6b86cc250761c6b13
C00336644,6e0924968dca4fe9acb83f46a75507dc
C00516021,6e2793151215468aa942c5d3fe3b661a
C00498709,6eb832878b29444fae179545ef24993e
C00234641,6ee0ac519a08490594ec3fbce3ce3d8e
C00473116,6f48017cfaf24da1be8f3fca4b637597
C00431635,6fd268b6b54947cdbb4d92f354be5cd1
C00364596,703d4b7c37424ae0844d2a0078628644
C00486043,7044206f29714d3e879b8d5755a621f3
C00459305,718908ac89274ef68aecd98c33f40ebd
C00390674,729994cf91aa47b3b9bab09bb561592b
C00466904,72f8b24533e64b4ab46a83a452c97a09
C00412254,736f841f7ac14bc08cabe8a2184e92d4
C00382242,77c8009ae194484692833cafa0c22d44
C00502096,782b25bddadb4743a27f64ae128cb46a
C00495705,796fb2218ed84a939744b88dc1e7fecb
C00429787,7995e37ab0c348c999cbfada499d01d3
C00388934,7adf2419ade14af595b4cfa666348e46
C00488155,7b369da2010947e99e02c2e71bde91b5
C00498931,7b8acbba05d0487aa74356852d6b4f92
C00485540,7bc4f7437dd542d7a9829c648af74f1d
C00453746,7d577ec61ce5472481d17c6d3068abfa
C00408054,7eed2e15a1d7444fbff8d4c606e4266c
C00494500,7f53d6c12e2d4f3090bce6e2ab005480
C00481531,7f8afee68c744043b43b5d4372fd0b9b
C00405050,7f99871b176345a4b03827b179cef482
C00430371,80583dfc5fc1447e9a58bbcab85e8d1a
C00376038,80b2a622c2ea4d3f8de8a4b7e3a139db
C00484402,811993b7fd4b494590d5f0378705829f
C00390831,8167ea8dacaf42c2b5f82272eabca661
C00460972,8170bb00525e4c028c752d923bb9a4d5
C00460857,823aab80fbe3429391069ff7205aa9ae
C00417865,82591166a0da4655b5f79d72d486b7dd
C00457689,826d7c2a98c4454a8cf45d231f36a820
C00381194,82b276fb5dde4d2eb97d2ab26472d7ff
C00492868,8429e91571f249ac9309a1577661db5e
C00342378,846b3239a2464b21ad2d38a62599313a
C00413716,85400c98a061440fa780897a6621db56
C00344234,85ab2e74589a414495d18cc7a9233981
C00524611,86365334cfbd49dcbaf28e501131c126
C00485920,867dc2af500d43e29bbea9806685645b
C00486738,86b2f97e11fc4a87be8d621fd46fc7e6
C00416743,86b74a6c75c64a448aad0709c4af371f
C00307991,86f57e0935264af2ba654b5c5b257a27
C00398883,8726bf735837401292f722a90abc467f
C00384115,874cfe71927e4a62acc294b5769154f6
C00505636,877ecf97fbad44fcad6cf10ec69b65c6
C00328468,88dcb18a0b084da6811a56e944963e38
C00497305,897f889716424951934fc6169c975f9c
C00493361,8ac17c37b29245b68fa57275cde4c3c5
C00494898,8b7c462fb6a64ca49b8163dc2ee1775a
C00363689,8baa02e9e4364e148a2ebc60b32686e5
C00445908,8c09ee1f2f314e32ac166efa2acef2d9
C00524322,8caaa00c451748d88555ec4f325f4aba
C00393603,8cde611c6a554f099ce7e627209172b2
C00389122,8d06ef606ba14abab7b6f2d64fc148f4
C00463331,8d13019467b2459eaad79c5073288bd4
C00447581,8d1bb6a68da04f63ba886339d8371b98
C00446625,8d4d32c70c9445d59b299a06aecd4797
C00392621,8e2a99920bab483bb92fa3e64f1b4b44
C00431478,8ec0f77d4e85471cb73eaeed922c580b
C00511840,8f768c08e1ce4a43a4c7044fb7fe8d10
C00385534,8ff25ab60758494c8b64d66017e87670
C00492983,909913983c33463790a36e6aefb7444a
C00470286,9139a6df0e1341e4b3be3b3d262b8c34
C00345702,91420bbbdf034aac8c807a577e7e62da
C00366666,91708638ab1748d68df6218fbf26450f
C00426122,91d209e6d96548d6a240ecdb6bbc0491
C00497677,921275ee24634b6ba30fb9d7cc0e9ff5
C00471813,928f43cea01e4f08a33f4b24971594b5
C00409276,93568aa9bb0e4b9eb8da00e4ae83339c
C00508010,9418f8a7e00a44b3ba86a9f37b8c5c8c
C00448191,9471015ffe784d9c960721f08ba23e44
C00440024,94eceb93585748e09f74728f1f63ab56
C00486613,9599816f8022458c8940279b80c8f12a
C00366419,96a8615e99f3470cae19d800df08d3d3
C00396721,96a92ecaf7d04eacb4cca1d56c8674c0
C00248948,96edf548cd6c4c0f9e3a1ac28c279b0f
C00296640,973e8abe73204b68bc5805a332c8f88f
C00344374,98052dcd66e24450ab5ed63482af47cb
C00388223,984fdab134a248a9a42241e0f7cc6c60
C00523639,a6506bbbd5f14c0cbcb6157a52409d0b
C00431122,98af4916592648c4aa992d8db00e6e5b
C00450247,9a5019c0036d4badb0e385efb0cfb375
C00524033,9a630407d1fb49f5b579dad3743969ce
C00411611,9b27589ad6f740778bfe3b60d841a285
C00453332,9b2fc46c69b148de8622dfaaab0548f1
C00325993,9b51f83dbc9949b09bfa8dcaa80472f2
C00402982,9bcc76dc28f748ee983702213ef98a73
C00527531,9bf0ffeefce143cfb0ff4a0e1d017737
C00528992,9c04bdc2bc72493e961f8d08ba20678b
C00363770,9cad0a9ea4be41819f570954afd7b496
C00441501,9d411665b73b4dd7a53e635331de5176
C00423079,9d5030bed1c44dbf8e1de5eb80a06926
C00488791,9db6c9cf76ab4ce59bb44ae0a01023e7
C00492538,9e7e3bd08a4749d68ab359b0bb9745a3
C00522060,9ed4a9a7d54a470e886cc6a9b2837a69
C00411850,a0ec0c8a79524903bda3221e9086783a
C00493700,a104e0ca25454f99831ef09ea0702aab
C00413070,a35e1d49beec4d2b9bde818d165150d8
C00416404,a408b865945547ec93760483bb6cc52e
C00506428,a4c1a99aa50747fda4278b172cdc89a1
C00500256,a5b25d4323cd4feca478301959787daf
C00202861,a607dfef822840498b9da16ad8006057
C00415604,a6b13fbfd8be4be190d8346ebe9116d4
C00467688,a6ebf5c714084bcc8c364a47cbb81eda
C00452763,a778b3662d3f4935bd9fa8a4e8f8072a
C00500223,a78d6b50065444d4b2d329c245055194
C00491936,a7d2f5d4dea44620bd4c4ca2ee170d88
C00507640,a95f3e0dc40e4eb58802d0eef8efa297
C00489336,aac4b4e13e554061be7a38f4229daa7d
C00370791,aacd0d5e776f48049a9dc94500ec9f25
C00497578,ab2c546d4cd944a9904268803211029c
C00428045,ac937cccb2e244038c7831483016d402
C00531517,acca025fab5a42a58eb102ab71f16a79
C00428839,ad5474bd3d43436982b5243d0897decd
C00500025,adc3347820d14b8e9468880e3eb010f6
C00453993,ae21d1af545f4940a60cbe9db77afff4
C00448472,af2b64366ab344838ddd6352ffb223dc
C00398990,aff4d66345414776aa4bf9ff7505d416
C00455980,b0c9963424bf4ec5a1c14bb7dde0bdfd
C00416552,b1939928e8ab4dc2b50ff24fbfc1e6ff
C00409631,b3b310d15dfa404bb575705b7d1e5c0c
C00467431,b3bf01adf2fc43209381e342e83ef6fc
C00492819,b52cdcc185a74129885d1ab6f5eee532
C00366179,b5f229d227ea4433891edb1c2131bcab
C00402172,b7b91e6071684e9f91ea062cd73f4aa6
C00327395,b875d19789ce4c88b276a607202b362c
C00528414,b8c5f7b6c3b645d69f1450dd846a702d
C00340661,b8e5ada20f684e0d86db2fef940e26ac
C00468512,b90e1a1571864660a8d7fa39a34331a7
C00447557,b97a700cf43549acb199371384ab3e7e
C00269407,ba7909715d1d4da7baa9df965cdda87f
C00471607,ba79864862954007883d2b89c0ebfd43
C00345058,bac9ce5a3df84c5a8bb080aca463f48c
C00471334,bad4ae898f574de6b590a62423d02f03
C00196824,bb9a33da3d284e57ad6eff37bd47a4d7
C00323352,bbfb51c7fc764ad38f6298b35ee05829
C00521021,bc93f134a2dd49f5b0b47994deb59d4f
C00498360,bd011d12bc3c49fba6cc800ffb33a586
C00417717,bd237e4ae7104c06941c0539431f0629
C00432930,be44f82d0528410fa74c71c886a152f5
C00451294,bed19b9ade7d4790817066a041978fe6
C00350462,bef0722c43dc482299d75fa90f163944
C00405290,bf3d2b7b2c0f436583c7c2845e507540
C00430819,bfbf1ab73bb14028bae4b25ba11d7d0c
C00368571,bfde006b53cc45f6a3e50e9567216518
C00326439,c112b2bca6f342a98c31e5c87fffa35a
C00494302,c265edee5b3546d4851b15a85c7d3896
C00497362,c265edee5b3546d4851b15a85c7d3896
C00351056,c2ae3be4b9474e4395c932e9376f0a82
C00457747,c30bd42742f647a7a5bb5181df5b1f56
C00391797,c343c50275e6481e9b7b0c9c0cc430e5
C00461723,c38d612a6b7e4a968598e6588e28f87f
C00439521,c3bab173af8c418392bf7600abe660d8
C00486720,c51ee2bfc15a4d908eb375217ff49fac
C00494153,c57d8c97afb24a36973accea41a97915
C00420695,c6a0bc7ec625492a9582fc6b83274583
C00432104,c6a27284c7804530b63d9f6c95c1e361
C00302588,c7bae5b1210d4861b0445cde83222efa
C00431197,c84099ce5eb64a988f1705b7d052cf61
C00400457,c865447802d94f1bada09a548715015d
C00448019,c8b3584dece84a958ef34d260e0f0211
C00359430,c8b3fcf26a1c426fad4b7976838d6251
C00399196,c8eb2a17f271433885ca8e8872eb0e7a
C00451583,c91f544f18ce4c91a49cc47cd5a1d53b
C00427401,19b37df97ee248b5959a9e672cfc79db
C00412221,ca16a38f58f743fa89e9344657226d18
C00326082,ca558ba5501e46cfb2fa2ac09505c5b7
C00411538,cadd08c0f4004c6590a74fc1caf6ba28
C00445379,cb57dc2f70d8473fbb70dd200c614e87
C00363317,cb6d61b2917a4d119918c302e1cb00be
C00365262,cc095eba56fa40c6bb74fa6d036bff9a
C00331694,cc957cde864c4442ac7957f6aea99d7e
C00459123,ccb067af97274f87afe80fadf9813be2
C00487942,cdc36ffaf0544515bc9588cfe52e611d
C00388421,cdcebbfbaf414fbcb6680823a0b96011
C00525212,cdddc7b2e5c047109ac0a91d3ac05ee9
C00531822,ce09ef0870b84cabb28f215fb1aeaae7
C00467837,ce6e4a3f1d8046bbaab4af8c2ed9f5e4
C00451278,cee6b755d4af4ee2936decc153a15838
C00377010,ceed871e43774c76896f80127cac9aef
C00460345,ceed871e43774c76896f80127cac9aef
C00450700,cfe8505ad83442a693c81fd3eb4b93ee
C00479253,d03ab18d49e648d1bc3ac63cf61f8c85
C00483628,d06f13db42d842d38a6505b0d66977d3
C00475608,d0a7e006e79642ec8f5e53ab8234e2d3
C00409680,d11c75294ed74803b546afb2cdc595ca
C00496323,d211bc3c7fb04a60821698bab75b64e7
C00479121,d2a3c4ad36634db9ac773f05ef71b123
C00461251,d2be869dfbdc4fc29c70916e623e8785
C00345199,d3255cc3aabc4b68ab2c798d9e27d95f
C00380675,d34cf814990a4f8a9263686d7d08a437
C00328468,d392545fba7248f38a5ca25bcda2ae6e
C00424358,d4b124677dfe46818cb672f7b8c3c55c
C00402255,d4dc18cf8d8346019b6f3b94cb68902b
C00483826,d5359486708c4fcfa3f73bc0b6de77f1
C00411579,d63cac1343ac4b1aac072e458e99132c
C00386300,d68498cff57e4f0c99cbf00e46384411
C00388793,d73266aba56548afa813ce9bb09fc3e1
C00527846,d7aa6ba31d8744dda3cb823c6e0a3227
C00452771,d7cf3862971b41b5ac5a892036634f57
C00448563,d9121e840d7d426690efa66d32a1e0ab
C00390161,d952c511f6234e559f9616d3768dcaf5
C00095059,da063c10e7a74df884919cc38fd3006d
C00420919,da73e969cfcb4c22824ff941bbf74159
C00455741,da9f8c9428cc4c9abda3841291ff90cc
C00524603,db1cbdfc33194288a15e2542771b4c17
C00370122,dc6627f40ac04f79b589d93b344ec405
C00392134,dc6eed27523d4c3592b95461d8cdc906
C00523670,dcf7868accc44faa84577500a16cef3b
C00461624,dd3d539d8f9b4df6a72d8cd41eeb1853
C00409458,dd9b363b32614d36bc44ca39188e25a3
C00395871,ddec5f9d6bec48b5a46b46e96f2d4424
C00470930,def273bde0a34eb6a8097f82e49a2476
C00436402,e11cb2a0d0ec4f4f966dd1e8812ad63d
C00402784,e13fd883959744d69c1dcf243443a7f0
C00388959,e18ccccffc9c4b1086248ab8fdead1b2
C00526657,e1b1bacec988471fa1e4aa7d4c6dd3f5
C00453324,e1b2c3b28df647cc8b160d341304e718
C00361956,e1b31b036bf4439e80d0bc115b842c62
C00381996,e2588145c2d64a70912a6bbabc214ab6
C00470666,e334fa69690043a0b6118ade3001fda3
C00485565,e4545f65a4b84d228875f259514b06c0
C00381806,e5221b6ac6524c4786ec36097ceabb1d
C00235572,e5aa63ec4a0746fbb9961b325ddb3627
C00348607,e708669995e844af90f205003683f2fa
C00439992,e75dc62364d54976a28aa3feb0e4929c
C00529693,e775eaa948444f849349cd99ffe8d416
C00431874,e7fa891e1adf4b5da1e1ef376af34a8d
C00456913,e81074f166824f819c77499eeee0f782
C00425439,e8b0cb4d6afe4573a949362db4db3183
C00428052,e8fcfb74a64c46958ed496a8565a9505
C00491043,eb04a699748d4d4abc698d8fe2d94188
C00165548,eb74c63546f640a4b59afa9ffdd43ca5
C00489906,ec605250c0cb40f3859a631d3e5645d1
C00503581,ed77d4ca071b4e9c906248d122ff284f
C00387134,edc5157f7ea94c71bc59074b17c49062
C00377663,ee58b1dc41824d21aa87f9e9063aa0e7
C00412791,ee5f784296bb4d0982ad9ae0f2cdbd25
C00362384,eedb117c2f9f44a6ae15b8cccfb5b0ab
C00481978,eeed2827524c44caad7134208a994fc7
C00489427,efa5a740040444559a7a4bfe953ad021
C00440032,f062e216cb9f4a29a8ac0e7353d1d01e
C00384701,f06d74b4063a4081bd929738ecf80194
C00375584,f0b2ed36768d4c99b3ba68d3a553d8d8
C00165548,f17eaa770e4d450e93965eef4bfaebed
C00465112,f1dc1fa1e8ac4f2aba4d2a15909e429c
C00486860,f2530a1171d54d6d9b8fb24991493f60
C00377143,f2e8a15a4f1847aea0df540731b498cf
C00486332,f2f650952cd7452f84db5e35af362eaf
C00368431,f3b370d8e5104f48ab225cfbcc6b241e
C00491472,f3f444090f6740b196ff7a232ea6598c
C00403592,f4620a4b164e4b919c74e41ad38460a4
C00376756,f46e5bf9c795465f866ff8c8b445099b
C00391458,f50475a4f7da43718ba089990ebb3b5a
C00409110,f60e39e019054c1680861cd2c0e9c17a
C00491654,f661eb3826f3416da845e078ee19d8a3
C00422774,f69c638784ac4c2e8927765b450574ec
C00461996,f7c014715b7a4f0ea0aae56377c005fe
C00493767,f7e12a4bf31d4c00ab680f7e9b709279
C00404392,f7ee773191fb474ca9ebe5ceb2db2ac5
C00325357,f8463d0cb5c74397afc623195e6828c9
C00366781,f8463d0cb5c74397afc623195e6828c9
C00437129,f8763738945d4a4380afa2ae874649fb
C00305805,f990d08287c34c389cfabe3cbf3dde99
C00420661,f994a3a0311448d5a22ea9cf1296b24a
C00438721,fa92c96e468149eeab771564dff93ec7
C00402412,fbdc9f41bf4943649d5665b99aebab46
C00410308,fbfd1e25bbd54c5b8691bd3c56e3f331
C00493221,fc4314f7c7cd409c9df61be0591e27e2
C00317479,fcb9e91552804fc3ab56c90f2f67ab96
C00344648,fdde6f716afa4bb4963424ffe3dd8488
C00483487,fe27024e69c5429fb93d25bfbb7228f3
C00427286,fe286a522c43480c969682b6115c1e8e
C00455576,ff21d90c55f74bb4b3160591053ae49e
C00512541,ffc494d093734452b29660b824c2e341
C00315747,5120bd9522ca40ec97bed6f545e5a31c
C00360388,7456235a10bb4771b8578b709ac7ec60
C00364174,25e7a3c8e7c1429eb06eea790881d4a2
C00365338,c84a4c8d94cb4768b697de1f99e00f9e
C00365551,967babfa02094120af17d5b0be021f32
C00370791,a27f164395ca4f68a26c1ca3040c10f1
C00391797,e6411dc48ad84bc9af5664222ab73c1d
C00398883,5c832c5d1045402da232729a1dd98e2c
C00412791,631dcecf4cdc4019bfba915664b1c41f
C00416289,1671676e46ce48e3a5328d3a17152fcf
C00417113,9ac1df4cc6284e92b9f21b090d7caa0e
C00424358,4f44f713073e4136a97d7f80232e60d9
C00427930,9b07e0db2a53439b9c33ef057ec7c7ae
C00428052,3385e1e1958a45aa887bfad3a520e3b0
C00469429,6636768226854f89a071bff8f5a30bfa
C00385732,612842b535bf4f08bb383c6a26e4546b
C00512855,452c1b4e94e3403682c2972303a22e12
C00406553,d4c558e3d9a747f6bead48799b279be3
C00527275,32887b242ec74a87b45066f70031e13c
C00497842,84a1ab854d1849cdb3f44bdc013c75ce
C00527309,87a4df31e002449d9534e17c14c5f317
C00528596,8eb91bccebd24411a67680a2601d1335
C00507574,5946ea294dd042d9b9f4d25ea7bb638e
C00525717,8c43b91919e6495d9e9571f01572490a
C00523381,fe6b3b26906e422e93128cadec31c69d
C00528885,a26d4d7dd1754d4a863d55087a52b2a8
C00526715,89139f3637214aad9640c974dc65f7b0
C00432724,ab10cec6bc9b44e3a601d991fedc3a73
C00432765,e51aee1088c9425e8667fe3f6846f3d2
C00139741,612842b535bf4f08bb383c6a26e4546b
C00525600,5133536fdc44445695adf6f244ee69c9
C00338848,515134ca6d49495aa9fb097a00e0f8ed
C00530774,6bb34d3724b4424cba020b157ab21642
C00531632,4f6d955e291345bdbd955b84f3f26428
